Path,File,Date Acquired,Sample,Misc
D:\DATA\GMA_Data_2020\02-FEB-20\,GMA200218MDW_002.D,2/18/2020 18:01,PT000 sil sap tle,5% in 10 + 10 nC36
TIC: GMA200218MDW_002.D\data.ms,,,,
8.094,2314,,,
8.101,2742,,,
8.109,2710,,,
8.116,2865,,,
8.123,2449,,,
8.131,2330,,,
8.138,2618,,,
8.145,2168,,,
8.153,1877,,,
8.16,2494,,,
8.167,1995,,,
8.175,2253,,,
8.182,2207,,,
8.189,2191
8.197,1832
8.204,2138
8.211,2035
8.219,1884
8.226,1710
8.233,1861
8.241,1921
8.248,2622
8.255,2207
8.262,1745
8.27,2331
8.277,2147
8.284,2609
8.292,2742
8.299,3255
8.306,2427
8.314,2859
8.321,2483
8.328,2584
8.336,2475
8.343,2562
8.35,2638
8.358,2436
8.365,2394
8.372,2749
8.38,2961
8.387,3409
8.394,2992
8.402,4097
8.409,6744
8.416,23199
8.424,70463
8.431,167939
8.438,272586
8.446,310272
8.453,259565
8.46,179100
8.467,93934
8.475,56771
8.482,45824
8.489,37663
8.497,35848
8.504,31984
8.511,31806
8.519,31634
8.526,26935
8.533,26277
8.541,27238
8.548,27796
8.555,23869
8.563,22874
8.57,22331
8.577,21637
8.585,21305
8.592,21143
8.599,18882
8.607,18598
8.614,20157
8.621,17381
8.629,16192
8.636,17968
8.643,15362
8.651,14858
8.658,16135
8.665,15224
8.673,14985
8.68,14589
8.687,14376
8.694,12195
8.702,14288
8.709,13256
8.716,11213
8.724,9666
8.731,7673
8.738,6070
8.746,5552
8.753,4498
8.76,3755
8.768,3796
8.775,2891
8.782,3323
8.79,2893
8.797,2350
8.804,2836
8.812,2430
8.819,2464
8.826,2199
8.834,2535
8.841,2498
8.848,2325
8.856,2289
8.863,2210
8.87,1823
8.878,2261
8.885,1633
8.892,1889
8.899,2147
8.907,1875
8.914,1978
8.921,1591
8.929,2455
8.936,2159
8.943,2034
8.951,2096
8.958,2058
8.965,1855
8.973,1583
8.98,2403
8.987,2052
8.995,1962
9.002,1562
9.009,1803
9.017,1981
9.024,1817
9.031,1843
9.039,1539
9.046,1686
9.053,1769
9.061,1750
9.068,1183
9.075,1726
9.083,1817
9.09,1893
9.097,1956
9.104,1752
9.112,2055
9.119,1746
9.126,1824
9.134,1613
9.141,2337
9.148,2184
9.156,2575
9.163,2225
9.17,2142
9.178,1894
9.185,1687
9.192,1858
9.2,2096
9.207,2325
9.214,2194
9.222,1837
9.229,1990
9.236,1626
9.244,1801
9.251,1980
9.258,1378
9.266,1446
9.273,1472
9.28,1426
9.288,1823
9.295,2111
9.302,1927
9.31,1981
9.317,2340
9.324,1916
9.331,2559
9.339,2123
9.346,2719
9.353,2137
9.361,2190
9.368,2083
9.375,1682
9.383,1600
9.39,1556
9.397,1661
9.405,1898
9.412,1797
9.419,1040
9.427,1310
9.434,1473
9.441,1696
9.449,1505
9.456,1112
9.463,1150
9.471,1725
9.478,1552
9.485,1325
9.493,1642
9.5,1640
9.507,1252
9.515,1979
9.522,972
9.529,1427
9.537,1308
9.544,1429
9.551,1538
9.558,1266
9.566,1452
9.573,1460
9.58,1769
9.588,1267
9.595,1680
9.602,1379
9.61,1336
9.617,1394
9.624,1137
9.632,1215
9.639,1285
9.646,1214
9.654,1227
9.661,1447
9.668,1186
9.676,1314
9.683,1161
9.69,1272
9.698,1150
9.705,1423
9.712,1314
9.72,1070
9.727,1102
9.734,1223
9.742,1178
9.749,764
9.756,1332
9.763,1287
9.771,1159
9.778,974
9.785,1314
9.793,1472
9.8,1298
9.807,1405
9.815,1056
9.822,1443
9.829,1116
9.837,1150
9.844,1168
9.851,1058
9.859,1366
9.866,1316
9.873,1651
9.881,1207
9.888,1479
9.895,1534
9.903,1476
9.91,1269
9.917,1025
9.925,1303
9.932,1015
9.939,1281
9.947,1589
9.954,1065
9.961,1561
9.968,1300
9.976,1346
9.983,941
9.99,2015
9.998,1918
10.005,1599
10.012,1893
10.02,1324
10.027,1183
10.034,1543
10.042,1386
10.049,1585
10.056,1052
10.064,1015
10.071,1060
10.078,1381
10.086,1134
10.093,1544
10.1,1316
10.108,1255
10.115,1142
10.122,1307
10.13,1093
10.137,1369
10.144,1271
10.152,935
10.159,1003
10.166,1271
10.174,1255
10.181,1146
10.188,1692
10.195,1369
10.203,1094
10.21,964
10.217,1318
10.225,1206
10.232,1199
10.239,759
10.247,1486
10.254,1416
10.261,1252
10.269,1031
10.276,1715
10.283,1456
10.291,1590
10.298,2049
10.305,1474
10.313,1744
10.32,1886
10.327,1580
10.335,1810
10.342,1687
10.349,1392
10.357,2091
10.364,1774
10.371,1755
10.379,1418
10.386,1832
10.393,1656
10.4,1944
10.408,1940
10.415,2100
10.422,1824
10.43,2415
10.437,2178
10.444,2022
10.452,2085
10.459,2152
10.466,1297
10.474,1687
10.481,1723
10.488,1790
10.496,1698
10.503,1469
10.51,1448
10.518,1685
10.525,1721
10.532,2024
10.54,1278
10.547,1239
10.554,1511
10.562,1406
10.569,1735
10.576,1583
10.584,1573
10.591,1467
10.598,1582
10.606,1717
10.613,1539
10.62,1712
10.627,2216
10.635,1687
10.642,1693
10.649,1493
10.657,1943
10.664,1799
10.671,1601
10.679,2109
10.686,1795
10.693,2223
10.701,1789
10.708,1902
10.715,1716
10.723,1822
10.73,1667
10.737,1410
10.745,1536
10.752,1910
10.759,1561
10.767,1533
10.774,1479
10.781,2252
10.789,1942
10.796,1922
10.803,1539
10.811,1823
10.818,1458
10.825,2209
10.832,1763
10.84,1661
10.847,1694
10.854,1830
10.862,1823
10.869,1709
10.876,1772
10.884,1548
10.891,1680
10.898,2033
10.906,1999
10.913,1646
10.92,1751
10.928,1428
10.935,1197
10.942,1726
10.95,1125
10.957,2069
10.964,1566
10.972,1743
10.979,1946
10.986,1892
10.994,2151
11.001,2124
11.008,2278
11.016,2488
11.023,2257
11.03,3137
11.038,4037
11.045,3075
